"germancode","checked","Berufsübersetzung","jobs","code","count","mean","std","min","25%","50%","75%","max","rel_std","Berufsübersetzung","number_zusammen","Resultatsberuf_zusammen","three_letter_scraper","matched"
272,"y","Modellba","['Patternmakers, Metal and Plastic', 'Model Makers, Metal and Plastic']","51-406","2.0","67.5","4.949747468","64.0","65.75","67.5","69.25","71.0","0.073329592","Modellba","27293-10","Modellbauermeister/in",272,"True"
513,"y","Postdie","['Postal Service Mail Carriers', 'Postal Service Clerks', 'Postal Service Mail Sorters, Processors, and Processing Machine Operators']","43-505","3.0","67.33333333","13.051181300000001","57.0","60.0","63.0","72.5","82.0","0.193829425","Postdie","51322-10","Fachkraft - Kurier-, Express- und Postdienstleistungen",513,"True"
941,"y","Sän","['Singers', 'Music Directors', 'Musicians, Instrumental', 'Music Composers and Arrangers']","27-204","4.0","67.25","27.17075634","32.0","53.75","71.5","85.0","94.0","0.404026117","Sän","94124-10","Sänger/in",941,"True"
714,"y","Dolmetscher und Überset","['Interpreters and Translators']","27-309","1.0","66.0","0.0","66.0","66.0","66.0","66.0","66.0","0.0","Dolmetscher und Überset","71424-10","Dolmetscher/in / Übersetzer/in",714,"True"
115,"y","Ni","['Nonfarm Animal Caretakers']","39-202","1.0","66.0","0.0","66.0","66.0","66.0","66.0","66.0","0.0","Ni","11582-10","Tierpfleger/in - Forschung und Klinik",115,"True"
272,"y","Mode","['Models', 'Demonstrators and Product Promoters']","41-901","2.0","65.5","2.121320344","64.0","64.75","65.5","66.25","67.0","0.03238657","Mode","27293-10","Modellbauermeister/in",272,"True"
632,"y","Schreibtischmitarbeiter in Hot","['Hotel, Motel, and Resort Desk Clerks']","43-408","1.0","64.0","0.0","64.0","64.0","64.0","64.0","64.0","0.0","Schreibtischmitarbeiter in Hot","63212-10","Hotelsekretär/in",632,"True"
331,"y","Teppichverle","['Carpet Installers', 'Floor Sanders and Finishers', 'Tile and Marble Setters', 'Floor Layers, Except Carpet, Wood, and Hard Tiles']","47-204","4.0","63.75","4.645786622","59.0","61.25","63.0","65.5","70.0","0.072875084","Teppichverle","33102-10","Bodenleger/in",331,"True"
633,"y","('Geschirrspüler'","['Dishwashers']","35-902","1.0","63.0","0.0","63.0","63.0","63.0","63.0","63.0","0.0","('Geschirrspüler'","63301-10","Helfer/in - Gastgewerbe",633,"True"
531,"y","Brandinspekto","['Fire Inspectors', 'Fire Investigators', 'Forest Fire Inspectors and Prevention Specialists']","33-202","3.0","62.66666667","10.26320288","54.0","57.0","60.0","67.0","74.0","0.163774514","Brandinspekto","53133-10","Beamt(er/in) - Feuerwehr (geh. techn. Dienst)",531,"True"
613,"y","Immobilienmak","['Real Estate Brokers', 'Real Estate Sales Agents']","41-902","2.0","62.5","12.02081528","54.0","58.25","62.5","66.75","71.0","0.19233304399999998","Immobilienmak","61313-10","Immobilienmakler/in",613,"True"
511,"y","Luftfa","['Aviation Inspectors', 'Freight and Cargo Inspectors', 'Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation']","53-605","3.0","61.33333333","8.736894948","54.0","56.5","59.0","65.0","71.0","0.14244937400000002","Luftfa","51123-10","Prüfer/in von Luftfahrtgerät / Certifying Staff",511,"True"
342,"y","Heizu","['Heating and Air Conditioning Mechanics and Installers', 'Refrigeration Mechanics and Installers']","49-902","2.0","61.0","7.071067812000001","56.0","58.5","61.0","63.5","66.0","0.115919144","Heizu","34212-11","Anlagenmechaniker/in - Sanitär-, Heizungs- und Klimatechnik",342,"True"
841,"y","Lehrer für Berufsausbild","['Vocational Education Teachers, Postsecondary', 'Graduate Teaching Assistants', 'Home Economics Teachers, Postsecondary', 'Recreation and Fitness Studies Teachers, Postsecondary']","25-119","4.0","60.75","11.8988795","47.0","56.0","60.0","64.75","76.0","0.19586632899999998","Lehrer für Berufsausbild","84223-17","Aus- und Weiterbildungspädagoge/-pädagogin",842,"True"
945,"y","Tontechni","['Sound Engineering Technicians', 'Broadcast Technicians', 'Radio Operators', 'Audio and Video Equipment Technicians']","27-401","4.0","60.5","7.416198487000001","51.0","57.75","61.0","63.75","69.0","0.12258179300000001","Tontechni","94533-10","Tontechniker/in",945,"True"
513,"y","Arbeiter und Fra","['Laborers and Freight, Stock, and Material Movers, Hand', 'Cleaners of Vehicles and Equipment', 'Packers and Packagers, Hand', 'Machine Feeders and Offbearers']","53-706","4.0","60.5","11.44552314","47.0","53.0","62.5","70.0","70.0","0.18918220100000002","Arbeiter und Fra","51632-10","Disponent/in - Güterverkehr",516,"True"
842,"y","Krankenpflegeausbilder u","['Nursing Instructors and Teachers, Postsecondary', 'Health Specialties Teachers, Postsecondary']","25-107","2.0","60.0","8.485281374","54.0","57.0","60.0","63.0","66.0","0.141421356","Krankenpflegeausbilder u","84553-11","Tai-Chi-Chuan- und Qigong-Lehrer/in",845,"True"
243,"y","Beschichtu","['Coating, Painting, and Spraying Machine Setters, Operators, and Tenders', 'Painting, Coating, and Decorating Workers', 'Painters, Transportation Equipment']","51-912","3.0","60.0","13.11487705","48.0","53.0","58.0","66.0","74.0","0.218581284","Beschichtu","24302-12","Verfahrensmechaniker/in - Beschichtungstechnik",243,"True"
722,"y","Rechnu","['Billing, Cost, and Rate Clerks', 'Statement Clerks']","43-302","2.0","59.0","18.38477631","46.0","52.5","59.0","65.5","72.0","0.311606378","Rechnu","72214-10","Rechnungsprüfer/in",722,"True"
722,"y","Sachbearbeiter für neue Kon","['New Accounts Clerks']","43-414","1.0","59.0","0.0","59.0","59.0","59.0","59.0","59.0","0.0","Sachbearbeiter für neue Kon","72112-10","Bankkaufmann/-frau",721,"True"
343,"y","Recycl","['Recycling Coordinators', 'First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand']","53-102","2.0","58.5","9.192388155","52.0","55.25","58.5","61.75","65.0","0.15713484","Recycl","34332-10","Recycling-Fachkraft",343,"True"
413,"y","Chemikan","['Chemical Technicians']","19-403","1.0","58.0","0.0","58.0","58.0","58.0","58.0","58.0","0.0","Chemikan","41312-10","Chemikant/in",413,"True"
333,"y","Trocken","['Drywall and Ceiling Tile Installers', 'Tapers']","47-208","2.0","58.0","4.242640687","55.0","56.5","58.0","59.5","61.0","0.073148977","Trocken","33302-10","Trockenbaumonteur/in",333,"True"
245,"y","Werkz","['Tool and Die Makers']","51-411","1.0","57.0","0.0","57.0","57.0","57.0","57.0","57.0","0.0","Werkz","24522-12","Werkzeugmechaniker/in",245,"True"
111,"y","Landwirtscha","['Farm and Ranch Managers', 'Aquacultural Managers', 'Nursery and Greenhouse Managers']","11-901","3.0","55.66666667","6.429100507","51.0","52.0","53.0","58.0","63.0","0.11549282300000001","Landwirtscha","11132-10","Landwirtschaftlich-technische/r Assistent/in",111,"True"
282,"y","Polste","['Upholsterers', 'Fabric and Apparel Patternmakers', 'Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers']","51-609","3.0","55.33333333","6.506407099","49.0","52.0","55.0","58.5","62.0","0.11758567","Polste","28232-10","Polster- und Dekorationsnäher/in",282,"True"
816,"y","Schulpsycholo","['School Psychologists', 'Neuropsychologists and Clinical Neuropsychologists', 'Industrial-Organizational Psychologists', 'Clinical Psychologists', 'Counseling Psychologists']","19-303","5.0","55.2","12.19426095","40.0","47.0","56.0","62.0","71.0","0.220910524","Schulpsycholo","81624-10","Schulpsychologe/-psychologin",816,"True"
631,"y","Reisebü","['Travel Agents']","41-304","1.0","55.0","0.0","55.0","55.0","55.0","55.0","55.0","0.0","Reisebü","63112-11","Reisebüromitarbeiter/in",631,"True"
292,"y","Bäck","['Bakers']","51-301","1.0","55.0","0.0","55.0","55.0","55.0","55.0","55.0","0.0","Bäck","29222-10","Bäcker/in",292,"True"
223,"y","Schreiner und Tisch","['Cabinetmakers and Bench Carpenters']","51-701","1.0","55.0","0.0","55.0","55.0","55.0","55.0","55.0","0.0","Schreiner und Tisch","22342-10","Tischler/in",223,"True"
935,"y","Edelst","['Gem and Diamond Workers', 'Jewelers', 'Precious Metal Workers']","51-907","3.0","54.33333333","10.69267662","42.0","51.0","60.0","60.5","61.0","0.19679772899999998","Edelst","93522-13","Edelsteinfasser/in",935,"True"
311,"y","St","['Urban and Regional Planners']","19-305","1.0","54.0","0.0","54.0","54.0","54.0","54.0","54.0","0.0","St","31124-11","Stadt- und Regionalplaner/in",311,"True"
332,"y","Tapezie","['Paperhangers', 'Painters, Construction and Maintenance']","47-214","2.0","54.0","14.14213562","44.0","49.0","54.0","59.0","64.0","0.2618914","Tapezie","33212-10","Maler/in und Tapezierer/in",332,"True"
282,"y","Modedesig","['Fashion Designers', 'Commercial and Industrial Designers', 'Floral Designers', 'Set and Exhibit Designers', 'Merchandise Displayers and Window Trimmers', 'Interior Designers', 'Graphic Designers']","27-102","7.0","53.85714286","12.86375491","34.0","48.5","53.0","60.0","73.0","0.23884956100000002","Modedesig","28214-10","Modedesigner/in",282,"True"
272,"y","Modellba","['Model Makers, Wood', 'Patternmakers, Wood']","51-703","2.0","53.5","3.5355339060000004","51.0","52.25","53.5","54.75","56.0","0.066084746","Modellba","27293-10","Modellbauermeister/in",272,"True"
252,"y","Motorradmechani","['Motorcycle Mechanics', 'Outdoor Power Equipment and Other Small Engine Mechanics', 'Motorboat Mechanics and Service Technicians']","49-305","3.0","53.33333333","10.5039675","43.0","48.0","53.0","58.5","64.0","0.196949391","Motorradmechani","25252-10","Kraftfahrzeugmechatroniker/in - Motorradtechnik",252,"True"
715,"y","Assistenten der Personalabteil","['Human Resources Assistants, Except Payroll and Timekeeping']","43-416","1.0","53.0","0.0","53.0","53.0","53.0","53.0","53.0","0.0","Assistenten der Personalabteil","71523-10","Fachwirt/in - Personaldienstleistung",715,"True"
541,"y","Arbeitnehmer in der Wäscherei und chemischen Reinig","['Laundry and Dry-Cleaning Workers']","51-601","1.0","53.0","0.0","53.0","53.0","53.0","53.0","53.0","0.0","Arbeitnehmer in der Wäscherei und chemischen Reinig","54101-10","Helfer/in - Reinigung",541,"True"
516,"y","Logistikingenie","['Logistics Engineers', 'Logisticians', 'Logistics Analysts']","13-108","3.0","52.66666667","4.725815626","49.0","50.0","51.0","54.5","58.0","0.089730676","Logistikingenie","51624-10","Logistiker/in",516,"True"
733,"y","Bibliothek","['Librarians']","25-402","1.0","52.0","0.0","52.0","52.0","52.0","52.0","52.0","0.0","Bibliothek","73324-10","Beamt(er/in) - Bibliothekswesen (geh. Dienst)",733,"True"
714,"y","Dateneing","['Data Entry Keyers', 'Word Processors and Typists']","43-902","2.0","52.0","7.071067812000001","47.0","49.5","52.0","54.5","57.0","0.135982073","Dateneing","71401-11","Datenerfasser/in",714,"True"
413,"y","Chemi","['Chemists', 'Materials Scientists']","19-203","2.0","51.5","7.778174592999999","46.0","48.75","51.5","54.25","57.0","0.151032516","Chemi","41312-10","Chemikant/in",413,"True"
613,"y","Manager von Grundstü","['Property, Real Estate, and Community Association Managers']","11-914","1.0","51.0","0.0","51.0","51.0","51.0","51.0","51.0","0.0","Manager von Grundstü","61313-11","Betriebswirt/in (Fachschule) - Immobilien",613,"True"
531,"y","Privatdetektive und Ermitt","['Private Detectives and Investigators']","33-902","1.0","51.0","0.0","51.0","51.0","51.0","51.0","51.0","0.0","Privatdetektive und Ermitt","53152-10","Detektiv/in",531,"True"
252,"y","L","['Aerospace Engineers']","17-201","1.0","50.0","0.0","50.0","50.0","50.0","50.0","50.0","0.0","L","25234-10","Ingenieur/in - Luft- und Raumfahrttechnik",252,"True"
262,"y","Ener","['Energy Engineers', 'Nanosystems Engineers', 'Robotics Engineers', 'Manufacturing Engineers', 'Mechatronics Engineers', 'Validation Engineers', 'Wind Energy Engineers', 'Microsystems Engineers', 'Photonics Engineers', 'Solar Energy Systems Engineers', 'Biochemical Engineers']","17-219","11.0","50.0","7.307530363","38.0","45.5","50.0","55.5","61.0","0.146150607","Ener","26234-12","Ingenieur/in - Energietechnik",262,"True"
282,"y","Schnei","['Tailors, Dressmakers, and Custom Sewers', 'Sewers, Hand']","51-605","2.0","50.0","18.38477631","37.0","43.5","50.0","56.5","63.0","0.367695526","Schnei","28222-11","Zuschneider/in (Bekleidung)",282,"True"
433,"y","Netzw","['Network and Computer Systems Administrators', 'Computer Network Architects', 'Database Administrators', 'Telecommunications Engineering Specialists']","15-114","4.0","49.25","6.898067362000001","39.0","48.75","52.0","52.5","54.0","0.14006228099999998","Netzw","43313-10","PC- und Netzwerkfachkraft",433,"True"
632,"y","Hoteldirekto","['Lodging Managers']","11-908","1.0","49.0","0.0","49.0","49.0","49.0","49.0","49.0","0.0","Hoteldirekto","63294-10","Hoteldirektor/in",632,"True"
272,"y","Zivile Zeich","['Civil Drafters', 'Mechanical Drafters', 'Electrical Drafters', 'Architectural Drafters', 'Electronic Drafters']","17-301","5.0","48.4","1.341640786","47.0","47.0","49.0","49.0","50.0","0.027719851","Zivile Zeich","27212-11","Bauzeichner/in",272,"True"
211,"y","Berg","['Mining and Geological Engineers, Including Mining Safety Engineers']","17-215","1.0","48.0","0.0","48.0","48.0","48.0","48.0","48.0","0.0","Berg","21112-10","Berg- und Maschinenmann/-frau - Transport und Instandhaltung",211,"True"
843,"y","Wirtschaftsleh","['Business Teachers, Postsecondary']","25-101","1.0","48.0","0.0","48.0","48.0","48.0","48.0","48.0","0.0","Wirtschaftsleh","84214-13","Wirtschaftspädagoge/-pädagogin",842,"True"
512,"y","Verkehrstechni","['Traffic Technicians']","53-604","1.0","48.0","0.0","48.0","48.0","48.0","48.0","48.0","0.0","Verkehrstechni","51523-10","Techniker/in - Verkehrstechnik (Eisenbahnbetrieb)",515,"True"
733,"y","Archiv","['Archivists', 'Curators', 'Museum Technicians and Conservators']","25-401","3.0","47.66666667","6.350852961","44.0","44.0","44.0","49.5","55.0","0.133234678","Archiv","73314-10","Archivar/in",733,"True"
513,"y","Logistikmana","['Logistics Managers', 'Transportation Managers', 'Storage and Distribution Managers']","11-307","3.0","47.33333333","5.0332229569999996","42.0","45.0","48.0","50.0","52.0","0.106335696","Logistikmana","51613-10","Betriebswirt/in (Ausbildung) - Verkehr/Logistik",516,"True"
312,"y","Landvermes","['Surveyors', 'Cartographers and Photogrammetrists', 'Geodetic Surveyors']","17-102","3.0","47.33333333","7.0237691689999995","40.0","44.0","48.0","51.0","54.0","0.148389489","Landvermes","31213-10","Techniker/in - Vermessungstechnik",312,"True"
244,"y","Schw","['Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders', 'Solderers and Brazers', 'Welders, Cutters, and Welder Fitters']","51-412","3.0","46.66666667","5.0332229569999996","42.0","44.0","46.0","49.0","52.0","0.10785477800000001","Schw","24422-11","Schweißer/in",244,"True"
412,"y","Geneti","['Geneticists', 'Biologists', 'Bioinformatics Scientists', 'Zoologists and Wildlife Biologists', 'Microbiologists', 'Molecular and Cellular Biologists', 'Biochemists and Biophysicists']","19-102","7.0","46.28571429","9.286446858","34.0","40.0","45.0","52.0","61.0","0.200633111","Geneti","41284-10","Genetiker/in",412,"True"
921,"y","Manager für Werbung und Verkaufsförder","['Advertising and Promotions Managers']","11-201","1.0","46.0","0.0","46.0","46.0","46.0","46.0","46.0","0.0","Manager für Werbung und Verkaufsförder","92113-13","Betriebswirt/in (Fachschule) - Absatz/Marketing",921,"True"
722,"y","Wirtschaftsprü","['Auditors', 'Accountants']","13-201","2.0","46.0","9.899494937","39.0","42.5","46.0","49.5","53.0","0.21520641199999999","Wirtschaftsprü","72244-10","Wirtschaftsprüfer/in",722,"True"
922,"y","Fachleute für Öffentlichkeitsarb","['Public Relations Specialists']","27-303","1.0","46.0","0.0","46.0","46.0","46.0","46.0","46.0","0.0","Fachleute für Öffentlichkeitsarb","92203-11","Assistent/in - Pressestelle",922,"True"
721,"y","Persönliche Finanzbera","['Personal Financial Advisors', 'Insurance Underwriters', 'Financial Analysts']","13-205","3.0","45.33333333","7.637626158","37.0","42.0","47.0","49.5","52.0","0.16847704800000002","Persönliche Finanzbera","72124-10","Anlageberater/in",721,"True"
111,"y","Landwirtschaftsingenie","['Agricultural Engineers']","17-202","1.0","45.0","0.0","45.0","45.0","45.0","45.0","45.0","0.0","Landwirtschaftsingenie","11104-11","Agrarwissenschaftler/in",111,"True"
722,"y","Rechnu","['Bill and Account Collectors']","43-301","1.0","45.0","0.0","45.0","45.0","45.0","45.0","45.0","0.0","Rechnu","72214-10","Rechnungsprüfer/in",722,"True"
232,"y","Desk","['Desktop Publishers']","43-903","1.0","45.0","0.0","45.0","45.0","45.0","45.0","45.0","0.0","Desk","23212-14","DTP-Fachkraft",232,"True"
722,"y","Schatzmeister und Rechnungsprü","['Treasurers and Controllers', 'Financial Managers, Branch or Department']","11-303","2.0","44.0","12.72792206","35.0","39.5","44.0","48.5","53.0","0.289270956","Schatzmeister und Rechnungsprü","72214-10","Rechnungsprüfer/in",722,"True"
722,"y","Sachbearbeiter für Buchhalt","['Bookkeeping, Accounting, and Auditing Clerks']","43-303","1.0","44.0","0.0","44.0","44.0","44.0","44.0","44.0","0.0","Sachbearbeiter für Buchhalt","72213-11","Assistent/in/Fachkraft - Rechnungswesen",722,"True"
722,"y","Kreditsachbearbei","['Loan Officers', 'Credit Counselors', 'Loan Counselors']","13-207","3.0","43.33333333","4.1633319989999995","40.0","41.0","42.0","45.0","48.0","0.096076892","Kreditsachbearbei","72113-10","Kreditsachbearbeiter/in",721,"True"
714,"y","Korrespond","['Correspondence Clerks']","43-402","1.0","43.0","0.0","43.0","43.0","43.0","43.0","43.0","0.0","Korrespond","71413-10","Fremdsprachenkorrespondent/in (Ausbildung)",714,"True"
434,"y","Compu","['Computer Operators']","43-901","1.0","42.0","0.0","42.0","42.0","42.0","42.0","42.0","0.0","Compu","43333-10","Operator/in (EDV)",433,"True"
611,"y","Einkaufslei","['Purchasing Managers']","11-306","1.0","41.0","0.0","41.0","41.0","41.0","41.0","41.0","0.0","Einkaufslei","61113-10","Einkäufer/in",611,"True"
715,"y","Personalch","['Human Resources Managers']","11-312","1.0","41.0","0.0","41.0","41.0","41.0","41.0","41.0","0.0","Personalch","71594-10","Leiter/in - Personal",715,"True"
713,"y","Managem","['Management Analysts']","13-111","1.0","41.0","0.0","41.0","41.0","41.0","41.0","41.0","0.0","Managem","71403-11","Managementassistent/in (doppelqual. Ausbildung)",714,"True"
411,"y","Mathemati","['Mathematicians']","15-202","1.0","40.0","0.0","40.0","40.0","40.0","40.0","40.0","0.0","Mathemati","41104-10","Mathematiker/in",411,"True"
913,"y","Soziolo","['Sociologists']","19-304","1.0","40.0","0.0","40.0","40.0","40.0","40.0","40.0","0.0","Soziolo","91324-11","Soziologe/Soziologin",913,"True"
924,"y","Technische Redakte","['Technical Writers', 'Copy Writers', 'Poets, Lyricists and Creative Writers', 'Editors']","27-304","4.0","39.75","17.85823806","14.0","35.0","45.5","50.25","54.0","0.449263851","Technische Redakte","92413-10","Redakteur/in",924,"True"
414,"y","Astrono","['Astronomers', 'Physicists']","19-201","2.0","39.0","11.3137085","31.0","35.0","39.0","43.0","47.0","0.29009509","Astrono","41484-11","Astrophysiker/in, Astronom/in",414,"True"
922,"y","Manager für Öffentlichkeitsarbeit und Fundrais","['Public Relations and Fundraising Managers']","11-203","1.0","38.0","0.0","38.0","38.0","38.0","38.0","38.0","0.0","Manager für Öffentlichkeitsarbeit und Fundrais","92203-10","Fundraiser/in",922,"True"
611,"y","Vertriebsingenie","['Sales Engineers']","41-903","1.0","36.0","0.0","36.0","36.0","36.0","36.0","36.0","0.0","Vertriebsingenie","61124-10","Vertriebsingenieur/in",611,"True"
411,"y","Aktu","['Actuaries']","15-201","1.0","35.0","0.0","35.0","35.0","35.0","35.0","35.0","0.0","Aktu","41184-10","Aktuar/in",411,"True"
